occurrence_id,case_history_id,case_number,meeting_date,decision_status,decision,decision_basis,source_file
2020-07-21:95-19:1,bza-95-19-765c392d3a,95-19,2020-07-21,decided,DIMENSIONAL VARIANCES DENIED,recorded_disposition,2020-07-21_bza_minutes.pdf
2021-01-26:34-20:1,bza-34-20-ee36e5ccb2,34-20,2021-01-26,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2021-01-26_bza_minutes.pdf
2021-01-26:38-20:1,bza-38-20-ee1ac31af4,38-20,2021-01-26,decided,DIMENSIONAL VARIANCES AND TMSO WAIVERS GRANTED,recorded_disposition,2021-01-26_bza_minutes.pdf
2021-02-16:04-21:1,bza-04-21-d519a3c5a2,04-21,2021-02-16,postponed,ADJOURNED WITHOUT FEE AND WITHOUT DATE,recorded_disposition,2021-02-16_bza_minutes.pdf
2021-02-16:100-19:1,bza-100-19-fe808d91c8,100-19,2021-02-16,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2021-02-16_bza_minutes.pdf
2021-02-16:89-19:1,bza-89-19-2ba8fd28cf,89-19,2021-02-16,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2021-02-16_bza_minutes.pdf
2021-02-16:BSEED SLU2019-000186:1,bza-bseed-slu2019-000186-e221339ca6,BSEED SLU2019-000186,2021-02-16,postponed,"AGGRIEVED STANDARD MET, COMMUNITY APPEAL REQUEST GRANTED. ADJOURNED TO FEBRUARY 23, 2021 AFTER SCHEDULED DOCKET.",recorded_disposition,2021-02-16_bza_minutes.pdf
2021-02-23:06-21:1,bza-06-21-e118eb8f66,06-21,2021-02-23,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-02-23_bza_minutes.pdf
2021-02-23:29-20:1,bza-29-20-787a86c963,29-20,2021-02-23,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2021-02-23_bza_minutes.pdf
2021-02-23:44-20:1,bza-44-20-29912dcf2c,44-20,2021-02-23,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2021-02-23_bza_minutes.pdf
2021-02-23:BSEED SLU2019-000186:1,bza-bseed-slu2019-000186-e221339ca6,BSEED SLU2019-000186,2021-02-23,decided,"COMMUNITY APPEAL DENIED, BSEED GRANT UPHELD",recorded_disposition,2021-02-23_bza_minutes.pdf
2021-03-09:1-21:1,bza-1-21-97e069a509,1-21,2021-03-09,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-03-09_bza_minutes.pdf
2021-03-09:10-21:1,bza-10-21-ae57d08409,10-21,2021-03-09,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-03-09_bza_minutes.pdf
2021-03-09:42-20:1,bza-42-20-373295a30e,42-20,2021-03-09,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-03-09_bza_minutes.pdf
2021-03-16:11-21:1,bza-11-21-2065af5007,11-21,2021-03-16,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-03-16_bza_minutes.pdf
2021-03-16:25-20:1,bza-25-20-0c7c6c8bde,25-20,2021-03-16,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-03-16_bza_minutes.pdf
2021-03-16:8-21:1,bza-8-21-6178c7b555,8-21,2021-03-16,decided,"BSEED DECISION UPHELD, ADDITION DENIED",recorded_disposition,2021-03-16_bza_minutes.pdf
2021-03-23:12-21:1,bza-12-21-ad158761eb,12-21,2021-03-23,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2021-03-23_bza_minutes.pdf
2021-03-23:43-20:1,bza-43-20-83bc71214b,43-20,2021-03-23,decided,DIMENSIONAL (Parking) VARIANCE GRANTED,recorded_disposition,2021-03-23_bza_minutes.pdf
2021-03-30:05-21:1,bza-05-21-9b7c537c06,05-21,2021-03-30,decided,TMSO STANDARDS WAIVED,recorded_disposition,2021-03-30_bza_minutes.pdf
2021-03-30:BSEED SLU2020-00137:1,bza-bseed-slu2020-00137-78ddfd97ee,BSEED SLU2020-00137,2021-03-30,postponed,AJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-03-30_bza_minutes.pdf
2021-04-13:16-21:1,bza-16-21-6706391ca7,16-21,2021-04-13,postponed,AJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-04-13_bza_minutes.pdf
2021-04-13:18-21:1,bza-18-21-2fef649f8a,18-21,2021-04-13,dismissed,DISMISSED WITH RETURN OF FEE,recorded_disposition,2021-04-13_bza_minutes.pdf
2021-04-20:13-21:1,bza-13-21-993080da6c,13-21,2021-04-20,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2021-04-20_bza_minutes.pdf
2021-04-20:19-21:1,bza-19-21-15219721d5,19-21,2021-04-20,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-04-20_bza_minutes.pdf
2021-04-20:26-17:1,bza-26-17-06a09b7674,26-17,2021-04-20,decided,SPACING/LOCATIONAL VARIANCES GRANTED,recorded_disposition,2021-04-20_bza_minutes.pdf
2021-04-27:20-21:1,bza-20-21-d70f25cae4,20-21,2021-04-27,postponed,AJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-04-27_bza_minutes_1.pdf
2021-04-27:40-20:1,bza-40-20-36fcdb76ae,40-20,2021-04-27,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-04-27_bza_minutes_1.pdf
2021-05-11:3-21:1,bza-3-21-cee9bd7f02,3-21,2021-05-11,decided,RE-ESTABLISH DRIVE THRU AND DIMENSIONAL VARIANCES GRANTED.,recorded_disposition,2021-05-11_bza_minutes.pdf
2021-05-11:34-20:1,bza-34-20-ee36e5ccb2,34-20,2021-05-11,decided,BSEED DENIAL UPHELD/ USE DENIED,recorded_disposition,2021-05-11_bza_minutes.pdf
2021-05-11:4-21:1,bza-4-21-25f351c9e7,4-21,2021-05-11,decided,BSEED DENIAL UPHELD/ USE DENIED,recorded_disposition,2021-05-11_bza_minutes.pdf
2021-05-18:22-21:1,bza-22-21-a0cae37c6a,22-21,2021-05-18,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-05-18_bza_minutes.pdf
2021-05-18:23-21:1,bza-23-21-67b09caf30,23-21,2021-05-18,decided,DIMENSIONAL VARIANCES GRANTED AND TMSO STANDARDS WAIVED,recorded_disposition,2021-05-18_bza_minutes.pdf
2021-05-25:17-21:1,bza-17-21-b8c081e0c9,17-21,2021-05-25,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2021-05-25_bza_minutes.pdf
2021-05-25:29-20:1,bza-29-20-787a86c963,29-20,2021-05-25,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2021-05-25_bza_minutes.pdf
2021-06-08:16-21:1,bza-16-21-6706391ca7,16-21,2021-06-08,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-06-08_bza_minutes.pdf
2021-06-08:27-21:1,bza-27-21-a56d8905f7,27-21,2021-06-08,decided,DIMENSIONAL (Front Yard Variances) GRANTED,recorded_disposition,2021-06-08_bza_minutes.pdf
2021-06-15:24-21:1,bza-24-21-9280554649,24-21,2021-06-15,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-06-15_bza_minutes.pdf
2021-06-15:26-21:1,bza-26-21-b04c2ad13b,26-21,2021-06-15,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2021-06-15_bza_minutes.pdf
2021-06-15:28-21:1,bza-28-21-05880fccc0,28-21,2021-06-15,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-06-15_bza_minutes.pdf
2021-06-29:23-21:1,bza-23-21-5de6ae3a94,23-21,2021-06-29,decided,"BSEED’S DECISION AFFIRMED, EXTENSION DENIED",recorded_disposition,2021-06-29_bza_minutes.pdf
2021-06-29:33-21:1,bza-33-21-ebd11a8b91,33-21,2021-06-29,decided,"BSEED DECISION UPHELD, REQUEST DENIED.",recorded_disposition,2021-06-29_bza_minutes.pdf
2021-06-29:BSSED SLU2021-00023 & SPR2021-00009:1,bza-bssed-slu2021-00023-spr2021-00009-cb7a323150,BSSED SLU2021-00023 & SPR2021-00009,2021-06-29,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-06-29_bza_minutes.pdf
2021-07-13:20-21:1,bza-20-21-d70f25cae4,20-21,2021-07-13,decided,"REQUEST DENIED, BSEED DECISION UPHELD",recorded_disposition,2021-07-13_bza_minutes.pdf
2021-07-13:29-21:1,bza-29-21-cd232a5ef8,29-21,2021-07-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-07-13_bza_minutes.pdf
2021-07-13:30-21:1,bza-30-21-d888c96eb5,30-21,2021-07-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-07-13_bza_minutes.pdf
2021-07-13:34-21:1,bza-34-21-04aac96c4f,34-21,2021-07-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-07-13_bza_minutes.pdf
2021-07-20:31-21:1,bza-31-21-ace9be1d9d,31-21,2021-07-20,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-07-20_bza_minutes.pdf
2021-07-20:36-21:1,bza-36-21-dce8b705cb,36-21,2021-07-20,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-07-20_bza_minutes.pdf
2021-08-30:26-21:1,bza-26-21-b04c2ad13b,26-21,2021-08-30,decided,"Re-Hearing Request Granted, fee required.",recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:31-21:1,bza-31-21-ace9be1d9d,31-21,2021-08-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:41-21:1,bza-41-21-988b579aea,41-21,2021-08-30,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:6-19:1,bza-6-19-2b90e3b9d9,6-19,2021-08-30,dismissed,CASES DISMISSED,recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:87-19:1,bza-87-19-86a1450728,87-19,2021-08-30,dismissed,"CASES DISMISSED, Case 87-19 and 99-19 are dismissed with return of fee.",recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:99-19:1,bza-99-19-59f6443f73,99-19,2021-08-30,dismissed,"CASES DISMISSED, Case 87-19 and 99-19 are dismissed with return of fee.",recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:SLU2020-00137:1,bza-slu2020-00137-2c185677d8,SLU2020-00137,2021-08-30,dismissed,CASES DISMISSED,recorded_disposition,2021-08-30_bza_minutes.pdf
2021-08-30:SLU2021-00023:1,bza-slu2021-00023-547efa3864,SLU2021-00023,2021-08-30,decided,"BSEED DECISION REVERSED, USE DENIED",recorded_disposition,2021-08-30_bza_minutes.pdf
2021-09-21:44-21:1,bza-44-21-19025a6ffc,44-21,2021-09-21,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2021-09-21_bza_minutes.pdf
2021-09-21:45-21:1,bza-45-21-6ac1bdcc56,45-21,2021-09-21,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2021-09-21_bza_minutes.pdf
2021-09-21:56-21:1,bza-56-21-13962dbe62,56-21,2021-09-21,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-09-21_bza_minutes.pdf
2021-10-12:18-21:1,bza-18-21-2fef649f8a,18-21,2021-10-12,decided,"BSEED DENIAL UPHELD, USE DENIED",recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:27-18:1,bza-27-18-c8ce2a7370,27-18,2021-10-12,dismissed,CASES DISMISSED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:3-20:1,bza-3-20-ab5d59efc6,3-20,2021-10-12,dismissed,CASES DISMISSED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:49-21:1,bza-49-21-1a9cf8794a,49-21,2021-10-12,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:53-19:1,bza-53-19-966124a009,53-19,2021-10-12,dismissed,CASES DISMISSED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:55-21:1,bza-55-21-48ef6cb9d1,55-21,2021-10-12,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-12:65-19:1,bza-65-19-ece5db0d26,65-19,2021-10-12,dismissed,CASES DISMISSED,recorded_disposition,2021-10-12_bza_minutes.pdf
2021-10-19:26-21:1,bza-26-21-b04c2ad13b,26-21,2021-10-19,decided,"BSEED DENIAL OVERTURNED, PARKING LOT USE GRANTED",recorded_disposition,2021-10-19_bza_minutes.pdf
2021-10-19:28-20:1,bza-28-20-22cfec2a50,28-20,2021-10-19,decided,EXPANSION OF NON-CONFORMING USE GRANTED | DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-10-19_bza_minutes.pdf
2021-10-19:48-21:1,bza-48-21-6842fc0027,48-21,2021-10-19,decided,"BSEED DENIAL UPHELD, ABATTOIR USE DENIED",recorded_disposition,2021-10-19_bza_minutes.pdf
2021-10-26:40-21:1,bza-40-21-241d47ced9,40-21,2021-10-26,postponed,ADJOURNED WITH FINAL NOTICE,recorded_disposition,2021-10-26_bza_minutes.pdf
2021-10-26:42-21:1,bza-42-21-7411c236b8,42-21,2021-10-26,decided,“All reasonable economic use” standard not met; HARDSHIP RELIEF PETITION DENIED,recorded_disposition,2021-10-26_bza_minutes.pdf
2021-10-26:9-21:1,bza-9-21-310ddefa62,9-21,2021-10-26,decided,EXPANSION OF NONCONFORMING USE GRANTED,recorded_disposition,2021-10-26_bza_minutes.pdf
2021-11-09:44-20:1,bza-44-20-29912dcf2c,44-20,2021-11-09,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2021-11-09_bza_minutes.pdf
2021-11-09:59-21:1,bza-59-21-1c38dd3618,59-21,2021-11-09,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-11-09_bza_minutes.pdf
2021-11-09:60-21:1,bza-60-21-edd97a26a1,60-21,2021-11-09,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2021-11-09_bza_minutes.pdf
2021-12-21:40-21:1,bza-40-21-241d47ced9,40-21,2021-12-21,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2021-12-21_bza_minutes.pdf
2021-12-21:73-21:1,bza-73-21-281525e794,73-21,2021-12-21,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2021-12-21_bza_minutes.pdf
2021-12-21:74-21:1,bza-74-21-4b77c7f140,74-21,2021-12-21,decided,"BSEED DECISION REVERSED, EXPANSION GRANTED",recorded_disposition,2021-12-21_bza_minutes.pdf
2021-12-21:75-21:1,bza-75-21-9044d745bd,75-21,2021-12-21,decided,Dimensional Variances Granted,recorded_disposition,2021-12-21_bza_minutes.pdf
2022-02-15:25-21:1,bza-25-21-6318646cda,25-21,2022-02-15,decided,NONCONFORMING GAS STATION EXPANSION GRANTED,recorded_disposition,2022-02-15_bza_minutes.pdf
2022-02-15:40-21:1,bza-40-21-241d47ced9,40-21,2022-02-15,decided,PARKING LOT USE GRANTED AND DIMENSIONAL VARIANCES APPROVED,recorded_disposition,2022-02-15_bza_minutes.pdf
2022-02-15:80-21:1,bza-80-21-7cf4389d0b,80-21,2022-02-15,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2022-02-15_bza_minutes.pdf
2022-03-29:70-21:1,bza-70-21-c405bd7cdb,70-21,2022-03-29,decided,EXCESSIVE SQUARE FOOTAGE VARIANCE GRANTED,recorded_disposition,2022-03-29_bza_minutes.pdf
2022-03-29:77-21:1,bza-77-21-46450fedf6,77-21,2022-03-29,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-03-29_bza_minutes.pdf
2022-04-19:01-22:1,bza-01-22-5580a4e30b,01-22,2022-04-19,decided,"BSEED DECISION REVERSED, PARKING LOT GRANTED",recorded_disposition,2022-04-19_bza_minutes.pdf
2022-04-19:79-21:1,bza-79-21-52fddd53d5,79-21,2022-04-19,decided,EXCESSIVE SQUARE FOOTAGE VARIANCE GRANTED,recorded_disposition,2022-04-19_bza_minutes.pdf
2022-04-19:BSEED SLU2021-00077:1,bza-bseed-slu2021-00077-bd9c3a9d09,BSEED SLU2021-00077,2022-04-19,postponed,ADJOURNED WITHOUT DATE AND WITHOUT FEE,recorded_disposition,2022-04-19_bza_minutes.pdf
2022-04-26:67-21:1,bza-67-21-1beb30943a,67-21,2022-04-26,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-04-26_bza_minutes.pdf
2022-04-26:7-22:1,bza-7-22-e8bc45c9d7,7-22,2022-04-26,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2022-04-26_bza_minutes.pdf
2022-04-26:82-21:1,bza-82-21-76e3fe3dd8,82-21,2022-04-26,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2022-04-26_bza_minutes.pdf
2022-05-10:3-22:1,bza-3-22-cd12f2bbc2,3-22,2022-05-10,decided,PARKING VARIANCE GRANTED,recorded_disposition,2022-05-10_bza_minutes.pdf
2022-05-10:61-21:1,bza-61-21-d38fa68bf4,61-21,2022-05-10,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-05-10_bza_minutes.pdf
2022-05-10:8-22:1,bza-8-22-922c1bb173,8-22,2022-05-10,decided,PARKING VARIANCE GRANTED,recorded_disposition,2022-05-10_bza_minutes.pdf
2022-05-10:9-22:1,bza-9-22-9fe538539b,9-22,2022-05-10,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-05-10_bza_minutes.pdf
2022-05-17:11-22:1,bza-11-22-50abfc40df,11-22,2022-05-17,decided,DIMENSIONAL VARIANCE (Parking) GRANTED,recorded_disposition,2022-05-17_bza_minutes.pdf
2022-05-17:13-22:1,bza-13-22-b4f37988c4,13-22,2022-05-17,decided,DIMENSIONAL VARIANCEs GRANTED,recorded_disposition,2022-05-17_bza_minutes.pdf
2022-05-17:80-21:1,bza-80-21-7cf4389d0b,80-21,2022-05-17,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2022-05-17_bza_minutes.pdf
2022-08-30:42-22:1,bza-42-22-b5f8284c87,42-22,2022-08-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-08-30_bza_minutes.pdf
2022-08-30:43-22:1,bza-43-22-cb2a611acd,43-22,2022-08-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-08-30_bza_minutes.pdf
2022-08-30:44-22:1,bza-44-22-b4c125acb3,44-22,2022-08-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-08-30_bza_minutes.pdf
2022-08-30:45-22:1,bza-45-22-ac51806c35,45-22,2022-08-30,postponed,ADJOURNED WITH FEE AND WITHOUT DATE,recorded_disposition,2022-08-30_bza_minutes.pdf
2022-09-13:38-22:1,bza-38-22-38ba18ce36,38-22,2022-09-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-09-13_bza_minutes.pdf
2022-09-13:40-22:1,bza-40-22-1bccc643ae,40-22,2022-09-13,decided,CHANGE OF NONCONFORMING USE AND DIMENSIONAL PARKING VARIANCE GRANTED,recorded_disposition,2022-09-13_bza_minutes.pdf
2022-09-13:BSEED SLU2022-00038:1,bza-bseed-slu2022-00038-7072ea4ca4,BSEED SLU2022-00038,2022-09-13,dismissed,"STANDING HAS NOT BEEN ESTABLISHED, therefore the Board cannot proceed to the Appeal.",recorded_disposition,2022-09-13_bza_minutes.pdf
2022-09-20:41-22:1,bza-41-22-15dfb8ba06,41-22,2022-09-20,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-09-20_bza_minutes.pdf
2022-09-20:48-22:1,bza-48-22-a38616f516,48-22,2022-09-20,decided,"BSEED DENIAL UPHELD, RENOVATION REQUEST DENIED",recorded_disposition,2022-09-20_bza_minutes.pdf
2022-09-20:50-22:1,bza-50-22-e2dd6e5b59,50-22,2022-09-20,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-09-20_bza_minutes.pdf
2022-09-27:45-22:1,bza-45-22-ac51806c35,45-22,2022-09-27,decided,"MOTION FAILS DUE TO VOTE COUNT, REQUEST DENIED",recorded_disposition,2022-09-27_bza_minutes_1.pdf
2022-09-27:49-22:1,bza-49-22-8cce07fda5,49-22,2022-09-27,decided,"BSEED DENIAL UPHELD, MODIFICATION REQUEST DENIED",recorded_disposition,2022-09-27_bza_minutes_1.pdf
2022-09-27:51-22:1,bza-51-22-07f10681c0,51-22,2022-09-27,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-09-27_bza_minutes_1.pdf
2022-09-27:58-22:1,bza-58-22-943196124c,58-22,2022-09-27,decided,DIMENSIONAL PARKING VARIANCE GRANTED,recorded_disposition,2022-09-27_bza_minutes_1.pdf
2022-10-25:53-22:1,bza-53-22-f89cd6be57,53-22,2022-10-25,dismissed,DISMISSED WITH RETURN OF FEE,recorded_disposition,2022-10-25_bza_minutes.pdf
2022-10-25:56-22:1,bza-56-22-ec38b25482,56-22,2022-10-25,decided,"BSEED DENIAL UPHELD, USE DENIED",recorded_disposition,2022-10-25_bza_minutes.pdf
2022-10-25:57-22:1,bza-57-22-29d327c7bd,57-22,2022-10-25,decided,DIMENSIONAL VARIANCES DENIED,recorded_disposition,2022-10-25_bza_minutes.pdf
2022-11-15:52-22:1,bza-52-22-dbe49059e9,52-22,2022-11-15,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2022-11-15_bza_minutes.pdf
2022-11-15:55-22:1,bza-55-22-5f45ad09c6,55-22,2022-11-15,decided,CHANGE OF NONCONFORMNG USE GRANTED,recorded_disposition,2022-11-15_bza_minutes.pdf
2022-11-15:59-22:1,bza-59-22-b75dd5795b,59-22,2022-11-15,postponed,"ADJOURNED TO DECEMBER 13, 2022",recorded_disposition,2022-11-15_bza_minutes.pdf
2023-01-30:46-22:1,bza-46-22-492c5e629d,46-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:59-22:1,bza-59-22-b75dd5795b,59-22,2023-01-30,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:60-22:1,bza-60-22-958ec66e06,60-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:61-22:1,bza-61-22-401fb1319a,61-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:62-22:1,bza-62-22-fb5b5b77b1,62-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:63-22:1,bza-63-22-01da7e63d3,63-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:66-22:1,bza-66-22-a6e0b1dc18,66-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-01-30:70-22:1,bza-70-22-983cbd4b8b,70-22,2023-01-30,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-01-30_bza_minutes.pdf
2023-02-13:37-22:1,bza-37-22-b17d680e46,37-22,2023-02-13,dismissed,DISMISSED WITH RETURN OF FEE,recorded_disposition,2023-02-13_bza_minutes.pdf
2023-02-13:73-22:1,bza-73-22-965d798f67,73-22,2023-02-13,decided,CHANGE OF NONCONFORMING USE GRANTED,recorded_disposition,2023-02-13_bza_minutes.pdf
2023-02-13:74-22:1,bza-74-22-7d9c062553,74-22,2023-02-13,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-02-13_bza_minutes.pdf
2023-02-20:01-23:1,bza-01-23-b0171819a2,01-23,2023-02-20,postponed,ADJOURNED WITHOUT DATE AND WITH FEE,recorded_disposition,2023-02-20_bza_minutes.pdf
2023-02-20:03-23:1,bza-03-23-cdc3a2629c,03-23,2023-02-20,decided,MOTION FAILED DUE TO VOTE COUNT. DRUG FREE ZONE AFFIRMED,recorded_disposition,2023-02-20_bza_minutes.pdf
2023-02-20:06-23:1,bza-06-23-06ef82a262,06-23,2023-02-20,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2023-02-20_bza_minutes.pdf
2023-02-27:05-23:1,bza-05-23-5a53c91971,05-23,2023-02-27,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-02-27_bza_minutes.pdf
2023-02-27:75-22:1,bza-75-22-e3fe10778e,75-22,2023-02-27,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-02-27_bza_minutes.pdf
2023-02-27:BSEED SLU2022-00038:1,bza-bseed-slu2022-00038-7072ea4ca4,BSEED SLU2022-00038,2023-02-27,decided,AGGRIEVED STANDARD NOT MET,recorded_disposition,2023-02-27_bza_minutes.pdf
2023-03-13:02-23:1,bza-02-23-09191613e4,02-23,2023-03-13,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-03-13_bza_minutes.pdf
2023-03-13:07-23:1,bza-07-23-9b431ff07a,07-23,2023-03-13,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-03-13_bza_minutes.pdf
2023-03-13:31-22:1,bza-31-22-0443674bdf,31-22,2023-03-13,dismissed,DISMISS WITH RETURN OF FEE,recorded_disposition,2023-03-13_bza_minutes.pdf
2023-03-13:81-21:1,bza-81-21-7685eb2595,81-21,2023-03-13,postponed,"ADJOURNED TO MARCH 20, 2023",recorded_disposition,2023-03-13_bza_minutes.pdf
2023-03-20:06-22:1,bza-06-22-239afc0021,06-22,2023-03-20,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-03-20_bza_minutes.pdf
2023-03-20:32-21:1,bza-32-21-04cdb9c55b,32-21,2023-03-20,dismissed,DISMISSED WITHOUT RETURN OF FEE,recorded_disposition,2023-03-20_bza_minutes.pdf
2023-03-20:71-22:1,bza-71-22-235ad6936d,71-22,2023-03-20,decided,"BSEED DECISION UPHELD, USE DENIED",recorded_disposition,2023-03-20_bza_minutes.pdf
2023-03-20:81-21:1,bza-81-21-7685eb2595,81-21,2023-03-20,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-03-20_bza_minutes.pdf
2023-03-27:08-23:1,bza-08-23-aa01dd18f0,08-23,2023-03-27,decided,DIMENSIONAL VARIANCE GRANTED,recorded_disposition,2023-03-27_bza_minutes.pdf
2023-03-27:09-23:1,bza-09-23-2b90c325ff,09-23,2023-03-27,decided,PARKING AREA ALLOWED IN FRONT OF RESIDENTIAL HOME | REQUEST TO RETURN FEE TO PETITIONER GRANTED,recorded_disposition,2023-03-27_bza_minutes.pdf
2023-05-01:03-23:1,bza-03-23-cdc3a2629c,03-23,2023-05-01,decided,MOTION FAILED DUE TO VOTE COUNT. REHEARING REQUEST DENIED,recorded_disposition,2023-05-01_bza_minutes.pdf
2023-05-01:11-23:1,bza-11-23-100fdb0043,11-23,2023-05-01,decided,EXPAND NONCONFORMING USE GRANTED,recorded_disposition,2023-05-01_bza_minutes.pdf
2023-05-01:13-23:1,bza-13-23-fa2355c165,13-23,2023-05-01,decided,DIMENSIONAL VARIANCES GRANTED,recorded_disposition,2023-05-01_bza_minutes.pdf
