case_history_id,occurrence_id,site_key,site_id,number,street,source_location,street_nodir,match_status,parcel_match_count
bza-73-19-34f97db8c8,2019-11-19:73-19:1,16980:W WARREN,site-48ab51b8c9f1,16980,W WARREN,16980 W. Warren between Clayburn and Rutland in a B4 zone (General Business District).-City Council District #5,WARREN,matched,1
bza-74-19-05e355c7b2,2019-11-19:74-19:1,1326:18TH,site-358efd1c203d,1326,18TH,1326 18th Street between Porter St and Howard St in a R2 Zone (Two-Family Residential District)-City Council District #5,18TH,matched,1
bza-75-19-9591bc33b1,2019-11-19:75-19:1,5996:WOODWARD,site-c039fab5c18b,5996,WOODWARD,5996 Woodward between Harper Ave. and Edsel Ford Service Dr. in a B4 (General Business District).-City Council District #5,WOODWARD,matched,1
bza-bseed-slu2019-00063-6cba26170a,2019-11-19:BSEED SLU2019-00063:1,7554:MILLER,site-d60ecc951a01,7554,MILLER,7554 Miller (aka 8333 Townsend) Between: Townsend and Wallace in a R5 Zone (Medium Density Residential District).-City Council District #3,MILLER,unmatched,0
bza-bseed-slu2019-00063-6cba26170a,2019-11-19:BSEED SLU2019-00063:1,8333:TOWNSEND,site-329072eb4d90,8333,TOWNSEND,7554 Miller (aka 8333 Townsend) Between: Townsend and Wallace in a R5 Zone (Medium Density Residential District).-City Council District #3,TOWNSEND,matched,1
bza-72-19-be782cacfd,2019-11-26:72-19:1,14411:JOY,site-0bc91f87c691,14411,JOY,14411 JOY RD. between Mark Twain and Strathmoor in a B4 zone (General Business District).,JOY,matched,1
bza-76-19-5db6a813e8,2019-11-26:76-19:1,6001:CASS,site-45955887fea8,6001,CASS,"6001 CASS AVE. between York and Burroughs in a SD2-H Zone (Special Development District, Mixed-Use Historic)",CASS,matched,1
bza-76-19-8948b8b0cf,2019-11-26:76-19:2,10345:W EIGHT MILE,site-929301754953,10345,W EIGHT MILE,10345 W. EIGHT MILE RD. Between: Birwood Ave. and Griggs Ave. in a B2 Zone (Local Business and Residential District),EIGHT MILE,matched,1
bza-bseed-slu2019-00094-community-appeal-74dfdc0253,2019-11-26:BSEED SLU2019-00094-COMMUNITY APPEAL:1,4809:E SEVEN MILE,site-257d0b15a606,4809,E SEVEN MILE,4809 E. SEVEN MILE between Healy and Lamont in a B4 (General Business District),SEVEN MILE,matched,1
bza-77-19-a7f510e04a,2019-12-03:77-19:1,1118:CENTRAL,site-9b0bb1cd2fa6,1118,CENTRAL,1118-1126 Central St. between W. Lafayette Blvd. and Pershing St. in a R2 (Two-Family Residential District)-City Council District #6,CENTRAL,matched,1
bza-77-19-a7f510e04a,2019-12-03:77-19:1,1126:CENTRAL,site-a8dac4565906,1126,CENTRAL,1118-1126 Central St. between W. Lafayette Blvd. and Pershing St. in a R2 (Two-Family Residential District)-City Council District #6,CENTRAL,matched,1
bza-79-19-51772cbfc9,2019-12-03:79-19:1,20580:HOOVER,site-d63c53be3420,20580,HOOVER,20580 Hoover between E. Eight Mile and Collingham in a M3 (General Industrial District)-City Council District #3,HOOVER,matched,1
bza-81-19-7c4a7d5065,2019-12-10:81-19:1,15630:W SEVEN MILE,site-a1efb3e74a46,15630,W SEVEN MILE,15630 W. Seven Mile Rd. between Winthrop and Forrer in a B4 (General Business District)-City Council District #2,SEVEN MILE,matched,1
bza-82-19-94ef549a4a,2019-12-10:82-19:1,4101:GRANDY,site-2f2df17763de,4101,GRANDY,4101 Grandy (4801 Grandy) between Superior and E. Alexandrine Ave in a R2 (Two-Family Residential District).-City Council District 5,GRANDY,matched,1
bza-82-19-94ef549a4a,2019-12-10:82-19:1,4801:GRANDY,site-7bf65b2b2aae,4801,GRANDY,4101 Grandy (4801 Grandy) between Superior and E. Alexandrine Ave in a R2 (Two-Family Residential District).-City Council District 5,GRANDY,unmatched,0
bza-84-19-5eb320fb4c,2019-12-10:84-19:1,1546:ELM,site-c2ff410e6d44,1546,ELM,1546 Elm between Cochrane and Trumbull in an R2 (Two-Family Residential District).-City Council District #5,ELM,matched,1
bza-85-19-b0b1323990,2019-12-17:85-19:1,19416:LIVERNOIS,site-63c0889d93c3,19416,LIVERNOIS,19416 Livernois between Outer Dr. and St. Martins in a B2 (Local Business and Residential District)-City Council District #2,LIVERNOIS,matched,1
bza-86-19-fdba0c918b,2019-12-17:86-19:1,408:E BETHUNE,site-d8143353b317,408,E BETHUNE,408 E. Bethune between Beaubien and Brush in R3 (Low Density Residential District).-City Council District #5,BETHUNE,matched,1
bza-89-19-2ba8fd28cf,2019-12-17:89-19:1,414:ASHLAND,site-941657d680b0,414,ASHLAND,414 Ashland between Avondale and Essex in a R2 (Two-Family Residential District)-City Council District #4,ASHLAND,matched,1
bza-97-19-459bd7f671,2019-12-17:97-19:1,1760:LINCOLNSHIRE,site-d2b56e56c309,1760,LINCOLNSHIRE,1760 Lincolnshire Dr. between Balmoral and Lucerne in a R1 (Single-Family Residential District)-City Council District #5,LINCOLNSHIRE,matched,1
bza-6-19-2b90e3b9d9,2020-02-11:6-19:1,8836:MCGRAW,site-cbe727013386,8836,MCGRAW,8836 McGraw Between: Addison and Cabot in a R2 Zone (Two-Family Residential District),MCGRAW,matched,1
bza-87-19-86a1450728,2020-02-11:87-19:1,850:W FISHER,site-74925eed43f9,850,W FISHER,850 W. Fisher Fwy. Between: 4th and 3rd in a B4 Zone (General Business District),FISHER,matched,1
bza-88-19-07e1969543,2020-02-11:88-19:1,4535:E SEVEN MILE,site-d4760008716e,4535,E SEVEN MILE,4535 E. Seven Mile Rd. Between: Eureka and Justine B4 Zone (General Business District),SEVEN MILE,matched,1
bza-105-19-6f26fdbf3e,2020-02-18:105-19:1,1992:SCOTTEN,site-21fe15ed3bd9,1992,SCOTTEN,"1992, 2000 & 2004 Scotten and 4111 Wolff Between: Wolff and W Vernor R2 Zone (Two-Family Residential Distrcit)",SCOTTEN,unmatched,0
bza-105-19-6f26fdbf3e,2020-02-18:105-19:1,2000:SCOTTEN,site-bf0d2d8cff44,2000,SCOTTEN,"1992, 2000 & 2004 Scotten and 4111 Wolff Between: Wolff and W Vernor R2 Zone (Two-Family Residential Distrcit)",SCOTTEN,unmatched,0
bza-105-19-6f26fdbf3e,2020-02-18:105-19:1,2004:SCOTTEN,site-84fc1fd129ef,2004,SCOTTEN,"1992, 2000 & 2004 Scotten and 4111 Wolff Between: Wolff and W Vernor R2 Zone (Two-Family Residential Distrcit)",SCOTTEN,matched,1
bza-105-19-6f26fdbf3e,2020-02-18:105-19:1,4111:WOLFF,site-876b96d689bf,4111,WOLFF,"1992, 2000 & 2004 Scotten and 4111 Wolff Between: Wolff and W Vernor R2 Zone (Two-Family Residential Distrcit)",WOLFF,unmatched,0
bza-94-19-5002df6378,2020-02-18:94-19:1,13777:PLYMOUTH,site-01efbca4cb88,13777,PLYMOUTH,13777 Plymouth Between: Freeland and Schaefer in a M4 Zone (Intensive Industrial District),PLYMOUTH,matched,1
bza-106-17-de942bc315,2020-02-25:106-17:1,10325:W EIGHT MILE,site-cf5dd4d04045,10325,W EIGHT MILE,10325 W. Eight Mile Rd. Between: Birwood Ave. and Griggs Ave in a B2 Zone (Local Business & Residential District)-City Council District #2,EIGHT MILE,matched,1
bza-110-19-6035ce5f01,2020-02-25:110-19:1,17567:HUBBELL,site-9b8da619d5f4,17567,HUBBELL,17567 Hubbell Between: Thatcher and Outer Dr. in a R1 Zone (Single Family Residential District)-City Council District #2,HUBBELL,matched,1
bza-112-19-8bdcb1c11b,2020-02-25:112-19:1,1475:E JEFFERSON,site-62dbc46a9181,1475,E JEFFERSON,1475 E. Jefferson Between: Rivard and Riopelle in a B4 Zone (General Business District)-City Council District #5,JEFFERSON,matched,1
bza-5-20-fc09d791a0,2020-04-14:5-20:1,7316:W MCNICHOLS,site-2dc5fd81bcfc,7316,W MCNICHOLS,7316 W. McNichols Rd. Between: Prarire and Monica in a B2 Zone (Local Business and Residential District),MCNICHOLS,matched,1
bza-68-18-995664bec8,2020-04-14:68-18:1,16711:MACK,site-741fb8e6cf48,16711,MACK,16711 MACK AVE. Between: Bishop and Yorkshire in a B4 Zone (General Business District),MACK,matched,1
bza-95-19-765c392d3a,2020-04-14:95-19:1,7706:TIREMAN,site-c0a21271d36b,7706,TIREMAN,7706 TIREMAN AVE. Between: Alpine and Central in a B4 Zone (General Business District),TIREMAN,matched,1
bza-bseed-slu2019-00141-e642903056,2020-04-14:BSEED SLU2019-00141:1,1657:GLADSTONE 1503 BLAINE 1426 PINGREE,site-2d2f57bab9f1,1657,GLADSTONE 1503 BLAINE 1426 PINGREE,"1657 Gladstone, 1503 Blaine, 1426 Pingree and 8519 John C Lodge Surrounding Streets: Rosa Parks Blvd., Gladstone St., W. Euclid St and John C. Lodge in a R2 Zone (Two-Family Residential District) & R3 Zone (Low Density Residential District)",GLADSTONE 1503 BLAINE 1426 PINGREE,unmatched,0
bza-bseed-slu2019-00141-e642903056,2020-04-14:BSEED SLU2019-00141:1,8519:JOHN C LODGE,site-59569cb0424d,8519,JOHN C LODGE,"1657 Gladstone, 1503 Blaine, 1426 Pingree and 8519 John C Lodge Surrounding Streets: Rosa Parks Blvd., Gladstone St., W. Euclid St and John C. Lodge in a R2 Zone (Two-Family Residential District) & R3 Zone (Low Density Residential District)",JOHN C LODGE,matched,1
bza-111-19-7252fe4512,2020-04-21:111-19:1,12500:MITCHELL,site-95c278408fcd,12500,MITCHELL,12500 Mitchell Between: Halleck and Lawley in a R2 Zone (Two-Family Residential District)-City Council District #3,MITCHELL,matched,1
bza-26-17-06a09b7674,2020-04-21:26-17:1,15831:MACK,site-ec9a0e38ad28,15831,MACK,15831 Mack Between: Berkshire and Buckingham in a B4 Zone (General Business District)-City Council District #4,MACK,matched,1
bza-7-20-39fc390e6c,2020-04-21:7-20:1,1249:WASHINGTON,site-43479bf44991,1249,WASHINGTON,1249 and 1265 Washington Blvd. Between: Grand River and State Street in a B5-H Zone (Major Business District-Historic)-City Council District #5,WASHINGTON,matched,1
bza-7-20-39fc390e6c,2020-04-21:7-20:1,1265:WASHINGTON,site-17c9e3e57098,1265,WASHINGTON,1249 and 1265 Washington Blvd. Between: Grand River and State Street in a B5-H Zone (Major Business District-Historic)-City Council District #5,WASHINGTON,unmatched,0
bza-98-19-99e1df0223,2020-04-21:98-19:1,11318:WOODWARD,site-a5bd7393e89a,11318,WOODWARD,11318 Woodward Ave. Between: Rosedale Ct and Harmon in a B4 Zone (General Business District)-City Council District #5,WOODWARD,matched,1
bza-10-20-4e6d17ae69,2020-04-28:10-20:1,1208:WOODWARD,site-cf658bd53e1d,1208,WOODWARD,1208 Woodward between Grand River and Gratiot in B5 Major Business District Historic,WOODWARD,matched,1
bza-100-19-fe808d91c8,2020-04-28:100-19:1,4600:E NEVADA,site-2b0c603a20bc,4600,E NEVADA,4600 E. Nevada between Nevada and Minnesota Ave in a M4 (Intensive Industrial District),NEVADA,matched,1
bza-96-19-4b9e83ce6d,2020-04-28:96-19:1,14400:PRAIRIE,site-44f5834b087e,14400,PRAIRIE,14400 Prairie between Lyndon and Interval in a M4 Zone (Intensive Industrial District),PRAIRIE,matched,1
bza-101-19-2b70c94d41,2020-05-12:101-19:1,2905:BEAUFAIT,site-ba9143cfaa01,2905,BEAUFAIT,2905 Beaufait Between: Charlevoix and Benson in a M4 Zone (Intensive Industrial District),BEAUFAIT,matched,1
bza-102-19-118cde75ec,2020-05-12:102-19:1,5602:MARTIN,site-a5456b532e08,5602,MARTIN,5602 Martin Between: Pittsburg and McGraw R2 Zone (Two-Family Residential District),MARTIN,matched,1
bza-6-20-21fe579224,2020-05-12:6-20:1,3985:COMMONWEALTH,site-f0b4c93190cf,3985,COMMONWEALTH,3985 Commonwealth Between: W. Alexandria and Selden St. in a R3 Zone (Major Business District-Historic),COMMONWEALTH,matched,1
bza-104-19-3f504bb48a,2020-05-19:104-19:1,8611:GRINNELL,site-ac3c4e820044,8611,GRINNELL,8611 Grinnell between Erwin and McClellan in a M2 (INTENSIVE INDUSTRIAL DISTRICT),GRINNELL,matched,1
bza-106-19-ac2502a929,2020-05-19:106-19:1,2141:E JEFFERSON,site-8a2495df85a4,2141,E JEFFERSON,2141 & 2151 E. Jefferson between St. Aubin and Chene in a B4 (GENERAL BUSINESS DISTRICT),JEFFERSON,matched,1
bza-106-19-ac2502a929,2020-05-19:106-19:1,2151:E JEFFERSON,site-ce4bc5918a65,2151,E JEFFERSON,2141 & 2151 E. Jefferson between St. Aubin and Chene in a B4 (GENERAL BUSINESS DISTRICT),JEFFERSON,matched,1
bza-91-19-9b79c42287,2020-05-19:91-19:1,7041:W WARREN,site-17360d0e9c4f,7041,W WARREN,"7041, 7047, 7051, 7101, 7111 W. Warren between Proctor and Weatherby in an R2 Two-Family Residential District & B4 (General Business District)",WARREN,matched,1
bza-91-19-9b79c42287,2020-05-19:91-19:1,7047:W WARREN,site-e1e95f664a7d,7047,W WARREN,"7041, 7047, 7051, 7101, 7111 W. Warren between Proctor and Weatherby in an R2 Two-Family Residential District & B4 (General Business District)",WARREN,unmatched,0
bza-91-19-9b79c42287,2020-05-19:91-19:1,7051:W WARREN,site-9a870fff08a6,7051,W WARREN,"7041, 7047, 7051, 7101, 7111 W. Warren between Proctor and Weatherby in an R2 Two-Family Residential District & B4 (General Business District)",WARREN,unmatched,0
bza-91-19-9b79c42287,2020-05-19:91-19:1,7101:W WARREN,site-322f910820c5,7101,W WARREN,"7041, 7047, 7051, 7101, 7111 W. Warren between Proctor and Weatherby in an R2 Two-Family Residential District & B4 (General Business District)",WARREN,unmatched,0
bza-91-19-9b79c42287,2020-05-19:91-19:1,7111:W WARREN,site-b78f78db172f,7111,W WARREN,"7041, 7047, 7051, 7101, 7111 W. Warren between Proctor and Weatherby in an R2 Two-Family Residential District & B4 (General Business District)",WARREN,unmatched,0
bza-107-19-7c49964699,2020-05-26:107-19:1,7940:MICHIGAN,site-e160690d3e78,7940,MICHIGAN,7940 Michigan between Lumley and Springwells in a B4 (General Business District).,MICHIGAN,matched,1
bza-108-19-9b26eee3a4,2020-05-26:108-19:1,15216:CASTLETON,site-e5e4978abf07,15216,CASTLETON,15216 Castleton between Sussex and Coyle in a M4 (Intensive Industrial District).,CASTLETON,matched,1
bza-109-19-877243d9d6,2020-05-26:109-19:1,14354:LIVERNOIS,site-95bc23e23316,14354,LIVERNOIS,14354 & 14420 Livernois between Doris and Bourke in (M4 Intensive Industrial District)-,LIVERNOIS,unmatched,0
bza-109-19-877243d9d6,2020-05-26:109-19:1,14420:LIVERNOIS,site-cb08e15f0750,14420,LIVERNOIS,14354 & 14420 Livernois between Doris and Bourke in (M4 Intensive Industrial District)-,LIVERNOIS,matched,1
bza-1-20-b402ab3506,2020-06-09:1-20:1,2051:W DAVISON,site-dd814e92b868,2051,W DAVISON,2051 W. Davison between Rosa Parks Blvd and 14th St in a R3 (Low Density Residential District)- City Council District #5,DAVISON,matched,1
bza-2-20-b0139b3b1f,2020-06-09:2-20:1,4210:E EIGHT MILE,site-b3eb42da715d,4210,E EIGHT MILE,4210 & 4236 E. Eight Mile Rd. between Dean and Sunset in B4 (General Business District)- City Council District #2,EIGHT MILE,matched,1
bza-2-20-b0139b3b1f,2020-06-09:2-20:1,4236:E EIGHT MILE,site-99555c3be0e5,4236,E EIGHT MILE,4210 & 4236 E. Eight Mile Rd. between Dean and Sunset in B4 (General Business District)- City Council District #2,EIGHT MILE,unmatched,0
bza-4-20-e38716d808,2020-06-09:4-20:1,8825:HUBBELL,site-9fb36a822909,8825,HUBBELL,8825 & 8829 Hubbell between Joy Rd. and Westfield in B4 (General Business District)- City Council District 7,HUBBELL,matched,1
bza-4-20-e38716d808,2020-06-09:4-20:1,8829:HUBBELL,site-83857ed64e36,8829,HUBBELL,8825 & 8829 Hubbell between Joy Rd. and Westfield in B4 (General Business District)- City Council District 7,HUBBELL,matched,1
bza-103-19-b51a4c7926,2020-06-16:103-19:1,2442:MICHIGAN,site-b98c49af7b04,2442,MICHIGAN,2442 Michigan Ave. between 16th St and 17th St in a B4 zone (General Business District)- City Council District #6,MICHIGAN,matched,1
bza-9-20-68007fc307,2020-06-16:9-20:1,611:W PHILADELPHIA,site-44ddbeb0320b,611,W PHILADELPHIA,611 W. Philadelphia between 2nd and 3rd in B4 Zone (General Business District)-City Council District #5,PHILADELPHIA,matched,1
bza-90-19-38e31cc945,2020-06-16:90-19:1,1737:MILITARY,site-6fd8b6030b7b,1737,MILITARY,1737 Military between Vernor Hwy and Cadet St in a R1 Zone (Single-Family Residential District)-City Council District #6,MILITARY,matched,1
bza-1-19-b17dd09224,2020-06-23:1-19:1,32:MONROE,site-4d6c230a8ba6,32,MONROE,32 Monroe Ave between Farmer St and Cadillac Square in a B5 zone (Major Business District)- Council District #6,MONROE,matched,1
bza-11-20-6f01bb250d,2020-06-23:11-20:1,10001:W SEVEN MILE,site-17ea47980f14,10001,W SEVEN MILE,10001 W. Seven Mile Rd. between Kentucky and Ilene in a B2 Zone (Local Business and Residential District)- City Council District #2,SEVEN MILE,matched,1
bza-12-20-f9060d3522,2020-06-23:12-20:1,22100:GRAND RIVER,site-b1e9dc20a650,22100,GRAND RIVER,22100 Grand River between Redford and Cooley in B4 Zone (General Business District)- City Council District #1,GRAND RIVER,matched,1
bza-14-17-07ea6a1a53,2020-07-21:14-17:1,13815:W EIGHT MILE,site-f3e8e7e39724,13815,W EIGHT MILE,13815 W. Eight Mile Rd. Between: Lesure St and Stansbury Ave in a B4 Zone (General Business District) - City Council District #3,EIGHT MILE,matched,1
bza-17-20-4f7a090036,2020-07-21:17-20:1,17370:MEYERS,site-06e35313aff7,17370,MEYERS,17370 Meyers between Santa Maria and Santa Clare in a R1 (Single-Family Residential District)-City Council District #2,MEYERS,matched,1
bza-34-20-ee36e5ccb2,2021-01-26:34-20:1,1441:BROOKLYN,site-5e70a1e8af5f,1441,BROOKLYN,1441 Brooklyn Street between Porter and Labrosse in a R3 (Low Density Residential District)-City Council District #6,BROOKLYN,matched,1
bza-38-20-ee1ac31af4,2021-01-26:38-20:1,19505:W GRAND RIVER,site-c0f708532338,19505,W GRAND RIVER,19505 W Grand River between Minock and Auburn in a B4 General Business District- City Council District #1,GRAND RIVER,matched_multiple_parcels,2
bza-04-21-d519a3c5a2,2021-02-16:04-21:1,19830:W SEVEN MILE,site-2939c07b3602,19830,W SEVEN MILE,19830 W. Seven Mile between Plainview and Evergreen in a B4 zone (General Business District)-City Council District #1,SEVEN MILE,matched,1
bza-bseed-slu2019-000186-e221339ca6,2021-02-16:BSEED SLU2019-000186:1,14313:WYOMING,site-c48eb202867b,14313,WYOMING,14313 Wyoming between Intervale and Lyndon in a M4 (Intensive Industrial District)- City Council District #7,WYOMING,matched,1
bza-06-21-e118eb8f66,2021-02-23:06-21:1,7631:E LAFAYETTE,site-d732414f2698,7631,E LAFAYETTE,7631 E. Lafayette between Townsend and Baldwin in an R3 (Low Density Residential District)-City Council District #5,LAFAYETTE,matched,1
bza-29-20-787a86c963,2021-02-23:29-20:1,2051:W DAVISON,site-dd814e92b868,2051,W DAVISON,2051 W. Davison between Rosa Parks Blvd and 14th St in a R3 Low Density Residential District-City Council District #5,DAVISON,matched,1
bza-44-20-29912dcf2c,2021-02-23:44-20:1,18601:VAN DYKE,site-b7296a565036,18601,VAN DYKE,18601 thru 18635 Van Dyke between Hildale and Quinn in a B4 zone (GENERAL BUSINESS DISTRICT)-City Council District #3,VAN DYKE,matched,1
bza-44-20-29912dcf2c,2021-02-23:44-20:1,18635:VAN DYKE,site-f1dfc2d41b44,18635,VAN DYKE,18601 thru 18635 Van Dyke between Hildale and Quinn in a B4 zone (GENERAL BUSINESS DISTRICT)-City Council District #3,VAN DYKE,unmatched,0
bza-1-21-97e069a509,2021-03-09:1-21:1,2722:HARRISON,site-88cfa839bee8,2722,HARRISON,"2722, 2728, 2736, 2746 Harrison St. between Perry and Spruce in a R2 - (Two-Family Residential District)-City Council District #6",HARRISON,unmatched,0
bza-1-21-97e069a509,2021-03-09:1-21:1,2728:HARRISON,site-d8a10888887e,2728,HARRISON,"2722, 2728, 2736, 2746 Harrison St. between Perry and Spruce in a R2 - (Two-Family Residential District)-City Council District #6",HARRISON,unmatched,0
bza-1-21-97e069a509,2021-03-09:1-21:1,2736:HARRISON,site-0058ff267597,2736,HARRISON,"2722, 2728, 2736, 2746 Harrison St. between Perry and Spruce in a R2 - (Two-Family Residential District)-City Council District #6",HARRISON,matched,1
bza-1-21-97e069a509,2021-03-09:1-21:1,2746:HARRISON,site-b301a184a21e,2746,HARRISON,"2722, 2728, 2736, 2746 Harrison St. between Perry and Spruce in a R2 - (Two-Family Residential District)-City Council District #6",HARRISON,unmatched,0
bza-10-21-ae57d08409,2021-03-09:10-21:1,2802:HARRISON,site-56c46b364671,2802,HARRISON,"2802, 2806, 2808 & 2812 Harrison between Perry and Temple in R2 - (Two-Family Residential District)-City Council District #6",HARRISON,matched,1
bza-10-21-ae57d08409,2021-03-09:10-21:1,2806:HARRISON,site-9c24637493af,2806,HARRISON,"2802, 2806, 2808 & 2812 Harrison between Perry and Temple in R2 - (Two-Family Residential District)-City Council District #6",HARRISON,matched,1
bza-10-21-ae57d08409,2021-03-09:10-21:1,2808:HARRISON,site-02a72f1078a0,2808,HARRISON,"2802, 2806, 2808 & 2812 Harrison between Perry and Temple in R2 - (Two-Family Residential District)-City Council District #6",HARRISON,matched,1
bza-10-21-ae57d08409,2021-03-09:10-21:1,2812:HARRISON,site-2df401b5aa22,2812,HARRISON,"2802, 2806, 2808 & 2812 Harrison between Perry and Temple in R2 - (Two-Family Residential District)-City Council District #6",HARRISON,matched,1
bza-42-20-373295a30e,2021-03-09:42-20:1,509:E EUCLID,site-3c6293c6c17e,509,E EUCLID,509 & 515 E. Euclid St. between Beaubien and Oakland in a R2 - (Two Family Residential District)-City Council District #5,EUCLID,matched,1
bza-42-20-373295a30e,2021-03-09:42-20:1,515:E EUCLID,site-88a1ef871ca6,515,E EUCLID,509 & 515 E. Euclid St. between Beaubien and Oakland in a R2 - (Two Family Residential District)-City Council District #5,EUCLID,matched,1
bza-11-21-2065af5007,2021-03-16:11-21:1,1714:CRANE,site-6989497d7d17,1714,CRANE,"1714, 1720, 1728 & 1734 Crane between St. Paul St. and Kercheval Ave. in an R2 Two-Family Residential District -City Council District #5",CRANE,unmatched,0
bza-11-21-2065af5007,2021-03-16:11-21:1,1720:CRANE,site-d5f843134803,1720,CRANE,"1714, 1720, 1728 & 1734 Crane between St. Paul St. and Kercheval Ave. in an R2 Two-Family Residential District -City Council District #5",CRANE,matched,1
bza-11-21-2065af5007,2021-03-16:11-21:1,1728:CRANE,site-fd0b819c63bf,1728,CRANE,"1714, 1720, 1728 & 1734 Crane between St. Paul St. and Kercheval Ave. in an R2 Two-Family Residential District -City Council District #5",CRANE,matched,1
bza-11-21-2065af5007,2021-03-16:11-21:1,1734:CRANE,site-0c9f62365d73,1734,CRANE,"1714, 1720, 1728 & 1734 Crane between St. Paul St. and Kercheval Ave. in an R2 Two-Family Residential District -City Council District #5",CRANE,unmatched,0
bza-25-20-0c7c6c8bde,2021-03-16:25-20:1,18520:W SEVEN MILE,site-b30aaecef99f,18520,W SEVEN MILE,18520 W. Seven Mile between Greenview Ave and Glastonbury Rd. in an B1 (Restricted Business District) and B4 (General Business District)-City Council District #1,SEVEN MILE,matched,1
bza-8-21-6178c7b555,2021-03-16:8-21:1,12101:MORANG,site-151a5dc0b8d2,12101,MORANG,12101 Morang between Whitehill and Laing in B4 Zone General Business District-City Council District #4,MORANG,matched,1
bza-12-21-ad158761eb,2021-03-23:12-21:1,2020:24TH,site-cb45b6651678,2020,24TH,2020-2028 24th St. (AKA 2024 and 2026 24th St) between Michigan and Dalzelle in an R2 Zone Two-Family Residential District -City Council District #6,24TH,unmatched,0
bza-12-21-ad158761eb,2021-03-23:12-21:1,2028:24TH,site-9fd45a83fc71,2028,24TH,2020-2028 24th St. (AKA 2024 and 2026 24th St) between Michigan and Dalzelle in an R2 Zone Two-Family Residential District -City Council District #6,24TH,matched,1
bza-12-21-ad158761eb,2021-03-23:12-21:1,2024:24TH,site-be287e5ad223,2024,24TH,2020-2028 24th St. (AKA 2024 and 2026 24th St) between Michigan and Dalzelle in an R2 Zone Two-Family Residential District -City Council District #6,24TH,unmatched,0
bza-12-21-ad158761eb,2021-03-23:12-21:1,2026:24TH,site-e38548593d90,2026,24TH,2020-2028 24th St. (AKA 2024 and 2026 24th St) between Michigan and Dalzelle in an R2 Zone Two-Family Residential District -City Council District #6,24TH,unmatched,0
bza-43-20-83bc71214b,2021-03-23:43-20:1,8911:GRAND RIVER,site-036572575089,8911,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,matched,1
bza-43-20-83bc71214b,2021-03-23:43-20:1,8885:GRAND RIVER,site-6e2396e16903,8885,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,matched,1
bza-43-20-83bc71214b,2021-03-23:43-20:1,8877:GRAND RIVER,site-dc502c1e9a94,8877,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,matched,1
bza-43-20-83bc71214b,2021-03-23:43-20:1,8873:GRAND RIVER,site-5c8d22bf5a6b,8873,GRAND RIVER,"8911, 8885, 8877 & 8873 Grand River between Hillsboro St and S Clarendon St in a B4 zone (General Business District) -City Council District #5",GRAND RIVER,matched,1
bza-05-21-9b7c537c06,2021-03-30:05-21:1,4001:W MCNICHOLS,site-08920dfe8f22,4001,W MCNICHOLS,"4001 W. McNichols between Livernois and Fairfiled in to the north of the subject site, across McNichols Rd., there are commercial, residential and institutional structures zoned R1 and R2. The campus extends south to Puritan where there are commercial uses zoned B2, multi-family structures zoned PD, Institutional uses zoned B2, commercial uses zoned B2 and B4. East across Fairfield St. are single-family homes zoned R2. To the west, across Livernois Ave., there are commercial structures and vacant land zoned B2 and B4",MCNICHOLS,matched,1
bza-bseed-slu2020-00137-78ddfd97ee,2021-03-30:BSEED SLU2020-00137:1,13266:E OUTER,site-acb169a3cc30,13266,E OUTER,13266 E. Outer Dr. between Mack and Rosewood in a R1 (Single-Family Residential District,OUTER,matched,1
bza-16-21-6706391ca7,2021-04-13:16-21:1,1586:MONTEREY,site-fbcba9b8c6ea,1586,MONTEREY,"1586 Monterey, between Woodrow Wilson and John C Lodge in a B4 - (General Business District)-City Council District #5",MONTEREY,matched,1
bza-18-21-2fef649f8a,2021-04-13:18-21:1,13675:PLYMOUTH,site-0045e9f2b8ac,13675,PLYMOUTH,"13675 Plymouth, between Decatur and Schaefer in a M4 (Intensive Industrial District)-City Council District #7",PLYMOUTH,matched,1
bza-13-21-993080da6c,2021-04-20:13-21:1,2257:PARKER,site-6be222dc8361,2257,PARKER,2257 Parker between E. Vernor and Durand in an R2 Zone Two-Family Residential District.-City Council District #5,PARKER,matched,1
bza-19-21-15219721d5,2021-04-20:19-21:1,2610:COCHRANE,site-37f324043389,2610,COCHRANE,2610 Cochrane between W Fisher Service Drive and Michigan Ave in an R1 (Single-Family Residential District)- City Council District #6,COCHRANE,unmatched,0
bza-20-21-d70f25cae4,2021-04-27:20-21:1,10345:W EIGHT MILE,site-929301754953,10345,W EIGHT MILE,10345 W. Eight Mile between Griggs and Birwood in B2 (Local Business and Residential District)-City Council District #2,EIGHT MILE,matched,1
bza-40-20-36fcdb76ae,2021-04-27:40-20:1,1005:NAVAHOE,site-7bc1e9456c0b,1005,NAVAHOE,"1005, 1010, 1018 & 1033 Navahoe between Jefferson and Freud in a R1 (Single-Family Residential District)-City Council District #4",NAVAHOE,matched,1
